dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
texas,sect_coco_e2e,ok,0.29508196721311475,0.059462917467557684,0.009302461508657251,0.24287942412878608,0.7508,0.4619,0.5324,-0.4557180327868853,-0.4024370825324423,-0.5230975384913428,4.709,
texas,sect_coco_e2e,ok,0.2677595628415301,0.028446493634753475,-0.006343367583367422,0.22825957406663283,0.7508,0.4619,0.5324,-0.48304043715846995,-0.4334535063652465,-0.5387433675833674,8.709,
texas,sect_coco_e2e,error,,,,,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\run_e2e_experiments.py"", line 243, in main
    pred = estimator.fit_predict(dataset.adj, features)
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco_e2e.py"", line 416, in fit_predict
    loss, diag = model.loss(x, target=target)
                 ~~~~~~~~~~^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco_e2e.py"", line 259, in loss
    cfg.target_homo_ratio,
    ^^^
UnboundLocalError: cannot access local variable 'cfg' where it is not associated with a value
"
texas,sect_coco_e2e,ok,0.4972677595628415,0.32944494345350595,0.17159927937506095,0.38414633610751225,0.7508,0.4619,0.5324,-0.2535322404371585,-0.13245505654649403,-0.36080072062493906,6.545,
texas,sect_coco_e2e,ok,0.5683060109289617,0.22154098145855866,0.29287083054127033,0.37443121368734633,0.7508,0.4619,0.5324,-0.1824939890710383,-0.24035901854144132,-0.23952916945872965,6.616,
texas,sect_coco_e2e,ok,0.5628415300546448,0.19271296671735313,0.2915734307989456,0.3639731067783959,0.7508,0.4619,0.5324,-0.18795846994535526,-0.2691870332826468,-0.24082656920105439,18.207,
texas,sect_coco_e2e,ok,0.6010928961748634,0.2879403359927013,0.3679328398556055,0.4296744892831355,0.7508,0.4619,0.5324,-0.14970710382513663,-0.17395966400729868,-0.1644671601443945,3.552,
texas,sect_coco_e2e,ok,0.5628415300546448,0.18997699942517282,0.2969579801336888,0.3635376490548904,0.7508,0.4619,0.5324,-0.18795846994535526,-0.27192300057482716,-0.2354420198663112,14.516,
texas,sect_coco_e2e,ok,0.5956284153005464,0.29336564022191375,0.3543904589357171,0.44497917541395804,0.7508,0.4619,0.5324,-0.15517158469945358,-0.16853435977808623,-0.1780095410642829,3.262,
texas,e2e_more_highpass,ok,0.5956284153005464,0.28260900421454155,0.34662857884616943,0.4431186158059875,0.7508,0.4619,0.5324,-0.15517158469945358,-0.17929099578545843,-0.18577142115383055,1.431,
texas,e2e_attr_heavy,ok,0.5956284153005464,0.2895874330944146,0.35217675511629076,0.44069274713441986,0.7508,0.4619,0.5324,-0.15517158469945358,-0.17231256690558538,-0.18022324488370922,1.326,
